gid_1,country,perc_used_internet_past12months_wght_age_15_to_49_wom,perc_used_internet_past12months_wght_age_15_to_49_fm_ratio,hdi_national,gdi_national,subnational_gdi,subnational_hdi_females,subnational_hdi_males,nl_mean_zscore,pop_density_zscore,fb_pntr_18p_female,fb_pntr_18p_male,fb_pntr_18p_fm_ratio
MRT.1_1,Mauritania,0.390318968055466,1.0254212202666,0.539,0.874,0.875,0.53,0.606,-0.26915991547648827,-0.30132559225359173,0.115643483811094,0.298019326048947,0.490164597790236
MRT.2_1,Mauritania,0.20858915302339,0.791588805521276,0.539,0.874,0.882,0.454,0.514,-0.2686057817809206,-0.2923624681515879,0.0242388716995579,0.0669067856953667,0.503549725040295
MRT.3_1,Mauritania,0.20781521976470305,0.701734330964838,0.539,0.874,0.895,0.498,0.556,-0.2686384906227102,-0.29193852870108444,0.0496981669179513,0.148607980159319,0.438190970201903
MRT.4_1,Mauritania,0.537416843750684,1.43984506848284,0.539,0.874,0.956,0.667,0.698,-0.2634472160536748,-0.29443964180402504,0.281876239848877,0.562854796990652,0.38703181698897
MRT.5_1,Mauritania,0.182648921058903,0.453978988299349,0.539,0.874,0.89,0.44,0.495,-0.2675087807599536,-0.2765148247892189,0.0601232482035805,0.15809565086027,0.455453801817516
MRT.6_1,Mauritania,0.2349199803242,1.32661529392462,0.539,0.874,0.868,0.416,0.48,-0.2686922625489444,-0.27412777745276246,0.0131820775810392,0.0403368254032707,0.372154527958261
MRT.7_1,Mauritania,0.112200652507869,0.627027843821138,0.539,0.874,0.875,0.384,0.438,-0.26917763106897746,-0.2987617277475067,0.0085356980951397,0.0282372539452645,0.389446700744685
MRT.8_1,Mauritania,0.187823356469574,0.964070787334308,0.539,0.874,0.92,0.44,0.478,-0.2690352446022817,-0.29540875315038995,0.0260821295375147,0.0632612660581225,0.460946407458283
MRT.10_1,Mauritania,0.590487057435189,0.935560386924393,0.539,0.874,0.918,0.63,0.687,0.3137523055074781,0.4732440164737208,0.454957061728669,0.92678484124603,0.512394770080141
MRT.11_1,Mauritania,0.172825850123009,0.510871123087032,0.539,0.874,0.906,0.488,0.538,-0.269204476732266,-0.3007914720071148,0.0275464937198041,0.0771335301671108,0.533296867479681
MRT.12_1,Mauritania,0.588497581619762,1.02134956954085,0.539,0.874,0.907,0.671,0.74,-0.2690035497762377,-0.30135701784400626,0.330087884565513,0.832633327720721,0.401674266846586
MRT.13_1,Mauritania,0.349363403955812,0.745439400047752,0.539,0.874,0.918,0.63,0.687,-0.2686553207528893,-0.2981978931810689,0.0536810228729472,0.13876247919743,0.469032989888799
MWI.1_1,Malawi,0.0333156453102008,0.200383404984608,0.498,0.919,0.939,0.459,0.489,-0.260667111301325,-0.151435161831343,0.006963266391951,0.0179602808329201,0.429635405234676
MWI.2_1,Malawi,0.108626262482332,0.36491867961616,0.498,0.919,0.975,0.546,0.56,-0.08446121491544546,0.18745333885346313,0.0371206603205185,0.0820305188949656,0.419856111218714
MWI.3_1,Malawi,0.0406103836010773,0.289167586772561,0.498,0.919,0.939,0.459,0.489,-0.263440534859676,-0.21148946227744916,0.0016186013373976,0.0049107688416176,0.32403553182584
MWI.4_1,Malawi,0.0279736726334544,0.260845670328331,0.498,0.919,0.939,0.459,0.489,-0.2550184918552934,0.07118447861306046,0.0032434449987799,0.0095498693183052,0.408060741920806
MWI.5_1,Malawi,0.0336369943057787,0.297470908368501,0.498,0.919,0.951,0.513,0.539,-0.2684223372782552,-0.25446068584751363,0.0083169531612039,0.0233389285031274,0.405336384297932
MWI.6_1,Malawi,0.0160140837151351,0.40393037257019,0.498,0.919,0.949,0.452,0.477,-0.2664971676534487,-0.17545554763417823,0.0023794871974161,0.0070843758874158,0.373607795734127
MWI.7_1,Malawi,0.0238793204898516,0.245343598067548,0.498,0.919,0.949,0.452,0.477,-0.26446565725148885,-0.10693011500380212,0.0019237254574042,0.0059473470169403,0.332693491519326
MWI.8_1,Malawi,0.0433778096761958,0.209906340700409,0.498,0.919,0.951,0.513,0.539,-0.26721574793760683,-0.2691127251693896,0.0055390659145428,0.0148302022100809,0.400597209056863
MWI.9_1,Malawi,0.0392826143024324,0.39767987033168,0.498,0.919,0.969,0.492,0.508,-0.2658386328641189,-0.2188894890594155,0.004576470771328,0.0112340003350449,0.359839485711573
MWI.10_1,Malawi,0.0793666417810644,0.295562148970616,0.498,0.919,0.907,0.522,0.574,-0.2692524846064211,-0.04753763303932994,0.0166576970904566,0.0280121009771598,0.7116088499576
MWI.11_1,Malawi,0.13116371120688,0.458489134016079,0.498,0.919,0.958,0.491,0.513,-0.20738105738225365,0.04138095927480548,0.0256561322869021,0.0555485378634328,0.434090719487575
MWI.12_1,Malawi,0.0161011068289725,0.186183081663673,0.498,0.919,0.932,0.44,0.472,-0.2648829470556041,-0.16643282181093516,0.002260080336463,0.0070349084800404,0.340343048694503
MWI.13_1,Malawi,0.0135866926377151,0.0895811595188917,0.498,0.919,0.942,0.441,0.468,-0.2642313441416061,-0.21024564241502633,0.0029792778824368,0.0089855761015336,0.348285672461298
MWI.14_1,Malawi,0.0142033335051056,0.169232351299732,0.498,0.919,0.949,0.452,0.477,-0.2640431349378712,-0.14248533503335933,0.0052834426481422,0.0122632058456145,0.394966072050513
MWI.15_1,Malawi,0.0161400661994222,0.216317574992351,0.498,0.919,0.937,0.452,0.483,-0.2600397337631381,-0.04033573372286122,0.0019059107909748,0.0068608682186675,0.318306293168011
MWI.16_1,Malawi,0.0363719918514381,0.293295678933988,0.498,0.919,0.939,0.459,0.489,-0.26145010010600017,-0.16429210016177215,0.004945782401449,0.013885809231571,0.386799777385786
MWI.17_1,Malawi,0.0734122946669964,0.311461976699699,0.498,0.919,0.955,0.514,0.538,-0.262759166219786,-0.21351723571685305,0.0131685073996652,0.0300885279638458,0.448082602728677
MWI.18_1,Malawi,0.02721790657858529,0.26077351308355,0.498,0.919,0.939,0.459,0.489,-0.2552299568735753,-0.22644157134096157,0.0058902246047996,0.0161033154985109,0.39516878804434
MWI.19_1,Malawi,0.069340624903197,0.237931606735461,0.498,0.919,0.951,0.513,0.539,-0.2687215085743922,-0.28168801528000387,0.0032877158627658,0.0101085716870802,0.328077261893266
MWI.20_1,Malawi,0.0415282666690472,0.23321748050261,0.498,0.919,0.949,0.452,0.477,-0.2672763012328317,-0.2616315830106786,0.0052341943275493,0.0127782881498182,0.378560534953851
MWI.21_1,Malawi,0.0356095033215911,0.274551047688346,0.498,0.919,0.939,0.459,0.489,-0.26521077269121013,-0.17704255593737853,0.0017558672763844,0.0061747420119955,0.314623937794166
MWI.22_1,Malawi,0.02589628658677619,0.212713184507783,0.498,0.919,0.949,0.452,0.477,-0.2655891707984201,-0.1533410846233526,0.0024093479241584,0.0077674649603527,0.3613322968234
MWI.23_1,Malawi,0.0170980289123362,0.175236955308225,0.498,0.919,0.949,0.452,0.477,-0.26733220882746417,-0.1664656280490543,0.0026565979005932,0.0073389749598419,0.365602660692535
MWI.24_1,Malawi,0.00599508874860364,0.106969757574916,0.498,0.919,0.939,0.459,0.489,-0.2661476406226423,-0.08148996940743222,0.0014631039190156,0.0050119807717813,0.312337040550587
MWI.25_1,Malawi,0.0642101435670432,0.251587958331875,0.498,0.919,0.951,0.513,0.539,-0.26849343401575004,-0.27587042602686224,0.0066119786193843,0.0167666306851932,0.395864808875049
MWI.26_1,Malawi,0.0388653170478949,0.274863750875335,0.498,0.919,0.932,0.439,0.471,-0.2625187657477933,-0.18536540360426176,0.0075509643976761,0.0182004084528395,0.397023429707248
MWI.27_1,Malawi,0.0264123030175557,0.187432567365456,0.498,0.919,0.939,0.472,0.503,-0.2547035206122059,0.06305001713145283,0.0014728663586585,0.0049029686925904,0.336489647446841
MWI.28_1,Malawi,0.0498780914740804,0.236905338380789,0.498,0.919,0.954,0.493,0.517,-0.25398415999705043,-0.08985644266881773,0.0070354699119579,0.0180297381844233,0.402675828998253
NGA.1_1,Nigeria,0.217599455630048,0.501128126902049,0.53,0.858,0.93,0.62,0.666,-0.23191798190471508,0.42061719916266627,0.177719730846462,0.252200393358774,0.713308964071686
NGA.2_1,Nigeria,0.0662548189679951,0.357046346901727,0.53,0.858,0.83,0.437,0.527,-0.26281786271740276,-0.19078853429740383,0.0650659132852149,0.152008541247404,0.418381481284915
NGA.3_1,Nigeria,0.254645369898697,0.864954364453481,0.53,0.858,0.901,0.574,0.638,-0.16080607789659945,0.4274798102153279,0.0786971587701815,0.112523446382876,0.694839273077176
NGA.4_1,Nigeria,0.31495066687875,0.821460263923783,0.53,0.858,0.94,0.643,0.684,-0.15837319312646264,0.7725135271160853,0.109356806873896,0.150828944082639,0.716062779410635
NGA.5_1,Nigeria,0.0290024445566682,0.179796516414895,0.53,0.858,0.8,0.372,0.465,-0.26545675487082654,-0.182024298629322,0.0320959057044303,0.104671557705075,0.301197740056194
NGA.6_1,Nigeria,0.108194764197372,0.238774723877262,0.53,0.858,0.9,0.617,0.686,0.24533293360553893,-0.0866155074985815,0.0542929212162638,0.0763540410421412,0.686919011811147
NGA.7_1,Nigeria,0.08218552642661409,0.346405826373526,0.53,0.858,0.856,0.558,0.652,-0.26225283596689297,-0.13628803656907623,0.0831731689577089,0.150972782517706,0.550138924729082
NGA.8_1,Nigeria,0.104793484307126,0.293818971084431,0.53,0.858,0.844,0.468,0.555,-0.2652123696385961,-0.22665802900670765,0.0596844137898626,0.140908984805069,0.391621323208193
NGA.9_1,Nigeria,0.229064468331657,0.78804787089843,0.53,0.858,0.908,0.584,0.643,-0.263812980992204,-0.1390143897443841,0.0854363470792433,0.119690803136491,0.69777222022773
NGA.10_1,Nigeria,0.239298044904616,0.514811144056982,0.53,0.858,0.906,0.63,0.695,0.5036561041280159,0.00436016209384285,0.143092442673892,0.195450415723387,0.744173349957629
NGA.11_1,Nigeria,0.05737185499074049,0.294378966765545,0.53,0.858,0.882,0.535,0.607,-0.24986567755766328,0.11822567782744337,0.0583932131134479,0.106310906675092,0.610629041402462
NGA.12_1,Nigeria,0.23630086915692505,0.513257677595786,0.53,0.858,0.922,0.603,0.654,-0.15233117136880495,-0.10541646421958746,0.162149896906713,0.238249681890096,0.677165543883518
NGA.13_1,Nigeria,0.201595757254226,0.586616751306537,0.53,0.858,0.897,0.58,0.646,-0.25263762551009833,0.2543896462974738,0.107848150530293,0.135760138122614,0.800702537002359
NGA.14_1,Nigeria,0.214338070023092,0.511536736215891,0.53,0.858,0.923,0.616,0.668,-0.24221330076683897,0.20553864865906363,0.126966803886952,0.19140343804288,0.727006320697569
NGA.15_1,Nigeria,0.213886219718186,0.54291349846074,0.53,0.858,0.891,0.608,0.683,-0.05611025409219285,0.1742071481329627,0.468075655199116,0.652086006064512,0.551859057491992
NGA.16_1,Nigeria,0.0450827979591553,0.20001136592990101,0.53,0.858,0.812,0.356,0.438,-0.2621885054794757,-0.1377648665711701,0.0495798445277604,0.126806208073947,0.360187859381518
NGA.17_1,Nigeria,0.297508093461239,0.982405831079398,0.53,0.858,0.921,0.619,0.672,0.0126646740680026,0.6156005664795893,0.0908915171100201,0.125280194087719,0.74605993098695
NGA.18_1,Nigeria,0.0173993558754962,0.0657318929660662,0.53,0.858,0.767,0.344,0.448,-0.25865410079156637,-0.0833430586936751,0.0127607388599376,0.0537928506113719,0.241451070776568
NGA.19_1,Nigeria,0.0927680601600434,0.35834587822421,0.53,0.858,0.816,0.448,0.549,-0.25048671802782113,-0.13282157769281897,0.121970655598805,0.263193783450784,0.445623273784372
NGA.20_1,Nigeria,0.0920519116707595,0.247832679084952,0.53,0.858,0.803,0.422,0.525,-0.2244762866798512,0.2897894359446781,0.0988461349690945,0.307123312999952,0.289329707544338
NGA.21_1,Nigeria,0.0201670250428376,0.0358565986673159,0.53,0.858,0.773,0.383,0.495,-0.25524386705393315,-0.0033348086456124002,0.0225238452364639,0.0927976601352793,0.242055362631346
NGA.22_1,Nigeria,0.00368704302308368,0.0375303706012098,0.53,0.858,0.685,0.257,0.375,-0.26219721007175056,-0.18971107941661483,0.0168703133488498,0.0598529844137416,0.285239246566568
NGA.23_1,Nigeria,0.127954028912771,0.340366587221837,0.53,0.858,0.839,0.503,0.6,-0.2613502965517767,-0.16235150217604846,0.0667593565718929,0.117851479659464,0.567385748271348
NGA.24_1,Nigeria,0.182696204910892,0.489568329939092,0.53,0.858,0.905,0.543,0.599,-0.2617700100639696,-0.2206450868056049,0.245554752208534,0.349336035662823,0.705309688392851
NGA.25_1,Nigeria,0.54172152965517,0.776770946053064,0.53,0.858,0.939,0.66,0.703,0.5491080749408955,2.6852114255607606,0.429876118967075,0.48620383730639,0.740982607852313
NGA.26_1,Nigeria,0.11459745696764,0.377581110649174,0.53,0.858,0.854,0.526,0.616,-0.25980032197051894,-0.21548100911213905,0.0963924970802112,0.208204911655888,0.448878690387458
NGA.27_1,Nigeria,0.0610375054304677,0.267983653506963,0.53,0.858,0.78,0.421,0.539,-0.2637619883123581,-0.23057472531367865,0.0764332086932812,0.165653846348092,0.440255566942488
NGA.28_1,Nigeria,0.31966101683287,0.745944392513766,0.53,0.858,0.918,0.644,0.702,-0.1936234598263006,-0.00674958102729229,0.127293746380573,0.164515460003997,0.790542152497416
NGA.29_1,Nigeria,0.181551770530935,0.476125856997069,0.53,0.858,0.91,0.581,0.638,-0.25367364288329547,-0.0126751469398907,0.117338733235083,0.151607439010893,0.783913917993732
NGA.30_1,Nigeria,0.183130164683975,0.878218945118712,0.53,0.858,0.897,0.581,0.648,-0.2334806196973969,0.16129814349300067,0.124433038528538,0.155096638004166,0.806209444793084
NGA.31_1,Nigeria,0.249906669215964,0.410484999312623,0.53,0.858,0.897,0.599,0.667,-0.2483504277057853,-0.04450518835161722,0.272475523078298,0.374319717940288,0.74129543320282
NGA.32_1,Nigeria,0.0906587022387379,0.37094134049447,0.53,0.858,0.876,0.525,0.599,-0.2618435234865631,-0.1611111033296964,0.0943258286006196,0.173284441317522,0.540246953193433
NGA.33_1,Nigeria,0.30830918399527,0.522748951714297,0.53,0.858,0.911,0.617,0.678,0.5698220299333069,0.428716913754454,0.198094669857481,0.253953625746679,0.730457128835521
NGA.34_1,Nigeria,0.00753297310289462,0.0537049181364724,0.53,0.858,0.71,0.269,0.379,-0.26377545097288896,-0.1581684982945371,0.063962606125142707,0.169778909449504,0.385797217768173
NGA.35_1,Nigeria,0.05766549498838649,0.33721738747625,0.53,0.858,0.806,0.444,0.551,-0.2663085288774998,-0.25585081249264124,0.060727787774655,0.138845886531228,0.414100011765764
NGA.36_1,Nigeria,0.0275641848809982,0.194394392178369,0.53,0.858,0.772,0.311,0.402,-0.2657083714304089,-0.23589140935242617,0.0275123649808591,0.100928371021384,0.249431529565523
NGA.37_1,Nigeria,0.03696373247531299,0.244815801548509,0.53,0.858,0.742,0.349,0.47,-0.2645985632269487,-0.1848695512405862,0.0162018753243332,0.0702455883431244,0.235471981862925
NPL.1_1,Nepal,0.283731845334558,0.52193403404171,0.574,0.903,0.932,0.569,0.611,-0.21587118972846756,0.09257548845150276,0.388521066306713,0.775749501017007,NA
NPL.1_1,Nepal,0.684424511043961,0.856673071996053,0.601,0.885,0.842,0.5,0.593,-0.20318875094853617,0.2282974246279416,0.529717237018406,0.850102679706482,NA
NPL.2_1,Nepal,0.214042561001386,0.524966483921361,0.574,0.903,0.949,0.57,0.6,-0.24563276738083223,-0.07618711267494159,0.175558805078872,0.312887606892047,NA
NPL.2_1,Nepal,0.618366137928547,0.868215384424869,0.601,0.885,0.896,0.563,0.628,-0.24130489560361593,0.00921955022426525,0.244960950550307,0.356789127932094,NA
NPL.3_1,Nepal,0.0788764003275186,0.22794210401027,0.574,0.903,0.92,0.54,0.587,-0.2652682335346927,-0.15271608076550933,0.108340757725441,0.225810975780206,NA
NPL.3_1,Nepal,0.48700901859043905,0.693378992218304,0.601,0.885,0.889,0.557,0.626,-0.26378400340061936,-0.10306954993809649,0.167482509403792,0.289395032976912,NA
NPL.4_1,Nepal,0.08637240886634609,0.283523432619712,0.574,0.903,0.945,0.546,0.578,-0.2649346748072495,-0.22771574213469797,0.266815644536251,0.506281460776843,NA
NPL.4_1,Nepal,0.523641363936188,0.769028400841769,0.601,0.885,0.914,0.606,0.664,-0.2634755963018811,-0.224984601644338,0.486135879257867,0.749248899694633,NA
NPL.5_1,Nepal,0.31554016866067497,0.581233723618418,0.574,0.903,0.958,0.597,0.623,-0.2548567979086812,-0.15180468588028606,0.403909316093815,0.684177716631237,NA
NPL.5_1,Nepal,0.770323844182816,0.9619231468919,0.601,0.885,0.908,0.623,0.686,-0.25135750811565033,-0.14577592511195733,0.743079211510531,1,NA
PAK.2_1,Pakistan,0.0199361750264471,0.0583346972233207,0.534,0.754,0.65,0.346,0.532,-0.2620134585088377,-0.2815135740546672,0.0474577241049783,0.294256126987662,0.150449339539788
PAK.3_1,Pakistan,0.0038468710067553,0.0288241733704026,0.534,0.754,0.519,0.294,0.565,-0.2626539690177092,-0.14448715718486221,0.0139723365740257,0.111649075315216,0.115963122293587
PAK.4_1,Pakistan,0.306755598821562,0.563898383007176,0.534,0.754,0.814,0.583,0.716,1.6752382714707912,1.9785122067689331,0.370713469878404,1,0.268668447004253
PAK.5_1,Pakistan,0.0452715340589372,0.179492465342435,0.534,0.754,0.678,0.401,0.591,-0.2172781702151322,0.04109474780180976,0.0445565873481553,0.315334825485714,0.132039550420421
PAK.7_1,Pakistan,0.152628637599343,0.485988968742735,0.534,0.754,0.783,0.463,0.592,-0.1426726587843083,0.1929955273161841,0.0818545441800723,0.312705943028207,0.244073437362538
PAK.8_1,Pakistan,0.0317399913360023,0.206686383728353,0.534,0.754,0.728,0.421,0.578,-0.173678561608937,-0.01236617584882899,0.124023900158531,0.383924997443972,0.301239752104071
RWA.1_1,Rwanda,0.08306199169108601,0.448825004026396,0.531,0.935,0.948,0.501,0.528,-0.2544653261359426,0.20075731164686936,0.013780439857269,0.0344686465046104,NA
RWA.2_1,Rwanda,0.0801058417778914,0.6140869141046,0.531,0.935,0.96,0.503,0.524,-0.24853602006952075,0.14302112515069831,0.0063685232021078,0.0154416957163445,NA
RWA.3_1,Rwanda,0.08676687523684891,0.495876719351483,0.531,0.935,0.954,0.51,0.534,-0.25763248988924137,0.02698622789188649,0.0058835509694573,0.0163869240505576,NA
RWA.4_1,Rwanda,0.0768524325533387,0.374883274337994,0.531,0.935,0.948,0.51,0.538,-0.2522948089357032,0.1191069049331224,0.0081847068613991,0.0230772598342016,NA
RWA.5_1,Rwanda,0.360678459573616,0.658168118736798,0.531,0.935,0.964,0.616,0.639,0.4045755921213522,1.5821380165712309,0.329047635330221,0.502386967340139,0.510698019974604
SEN.1_1,Senegal,0.675443853852164,0.860202684445229,0.515,0.906,0.878,0.581,0.662,1.5896930188696818,4.851280783330065,0.559134807240978,0.945135039477609,0.568838228669474
SEN.2_1,Senegal,0.261058354344329,0.484821219240966,0.515,0.906,0.874,0.358,0.41,-0.18525856748382913,0.00117289723905097,0.0614572412153107,0.165616694850564,0.450745706534369
SEN.3_1,Senegal,0.239963326279685,0.573654392450229,0.515,0.906,0.885,0.492,0.555,-0.25769932914081495,-0.19678683682707604,0.0857906448739613,0.218186503081539,0.432383267335097
SEN.4_1,Senegal,0.09790422469288368,0.500481444377358,0.515,0.906,0.813,0.313,0.385,-0.2655149851206724,-0.2513130127796863,0.0638034261244488,0.173231776574969,0.396755433926742
SEN.5_1,Senegal,0.278347041702328,0.683197174824649,0.515,0.906,0.813,0.313,0.385,-0.23904620568266796,-0.12530842555137384,0.13898340877611,0.351150594591737,0.451696247847989
SEN.6_1,Senegal,0.15624094511654302,0.597361770115983,0.515,0.906,0.815,0.372,0.457,-0.26552647276344915,-0.2923660934721057,0.259689977298447,0.70014939179804,0.412737799221425
SEN.7_1,Senegal,0.147574611282619,0.692988771751597,0.515,0.906,0.791,0.365,0.461,-0.26712377285903105,-0.253634692926163,0.0790272279323682,0.188286793074373,0.432229511965654
SEN.8_1,Senegal,0.29297258699581197,0.590949328924584,0.515,0.906,0.892,0.382,0.429,-0.26364015874523933,-0.2666593880251452,0.0733701674408258,0.174669614945577,0.475153503594225
SEN.9_1,Senegal,0.311079371809786,0.75853614494609,0.515,0.906,0.959,0.4,0.417,-0.2673276169697105,-0.28166537488005566,0.080121393526465,0.214613768854175,0.466574002622639
SEN.10_1,Senegal,0.33991260654385996,0.697980211745208,0.515,0.906,0.959,0.4,0.417,-0.2609705648588924,-0.25778008391763835,0.154923548217354,0.347830591388402,0.495215855704717
SEN.11_1,Senegal,0.205972463590727,0.697691099545131,0.515,0.906,0.791,0.365,0.461,-0.2666037142429026,-0.24016752097086796,0.132040175018975,0.359299684050061,0.418686190285869
SEN.12_1,Senegal,0.178723052028095,0.583532831834517,0.515,0.906,0.815,0.372,0.457,-0.2683639176030597,-0.2856349511518537,0.11324324271017,0.257635625994586,0.442813470354581
SEN.13_1,Senegal,0.45102882263487504,0.671323304531927,0.515,0.906,0.885,0.522,0.59,-0.16651980503972164,-0.03977051409328375,0.198042522461324,0.41724904419927,0.484192932801918
SEN.14_1,Senegal,0.4216285298599221,0.9024277101128,0.515,0.906,0.845,0.515,0.609,-0.2625151871498397,-0.22764724444986356,0.224043987255692,0.50707507097874,0.47708408277859
SLE.1_1,Sierra Leone,0.0659864775735669,0.388689384717183,0.457,0.893,0.890357183793705,0.430574353098833,0.483739126376549,-0.26775677755912225,-0.2209126323398387,0.0355070053106341,0.0587740138594851,0.620616521947658
SLE.2_1,Sierra Leone,0.0612382955945559,0.313881524649422,0.457,0.893,0.866598539301662,0.415769497349815,0.480067860512792,-0.2681855700273859,-0.2478565980751901,0.0225677924650152,0.0467584663205936,0.553482775904641
SLE.3_1,Sierra Leone,0.0750375686074889,0.371425813307463,0.457,0.893,0.913885674272491,0.430262144041189,0.472125987797139,-0.26791906894665424,-0.23596498511159367,0.043656617239098,0.076417909638559,0.632127883534166
SLE.4_1,Sierra Leone,0.33594658101249003,0.621682338174655,0.457,0.893,0.925128605765807,0.553389806764067,0.597154580307736,-0.09393710507598234,1.302529820003831,0.492284231838686,0.7285154776444,0.640490006053346
TLS.1_1,Timor-Leste,0.109553748195765,0.487264358711935,0.61,1.041,0.959,0.58,0.605,-0.24416472443296688,-0.2322660435820957,0.0491302831159005,0.0735282772246757,NA
TLS.2_1,Timor-Leste,0.094940525810864193,0.526859935032751,0.61,1.041,0.937,0.524,0.558,-0.2520175417257432,-0.23411061891509072,0.0614657849732591,0.0983436255233218,NA
TLS.3_1,Timor-Leste,0.05778813192269259,0.353203308178428,0.61,1.041,0.927,0.519,0.559,-0.2281741878789766,-0.2271594831928876,0.0348939868193684,0.0581733933330994,NA
TLS.4_1,Timor-Leste,0.241656623920688,0.714687823760846,0.61,1.041,0.944,0.566,0.599,-0.25117970969791586,-0.2315846770466168,0.0250798882397822,0.0534920175219574,NA
TLS.5_1,Timor-Leste,0.133522787032689,0.72605008403499,0.61,1.041,0.94,0.564,0.6,-0.2536313551858899,-0.23768834694384783,0.0565746307817076,0.0961957850570018,NA
TLS.6_1,Timor-Leste,0.109726508014666,0.933011131921136,0.61,1.041,0.944,0.579,0.613,-0.2547907475717459,-0.25310940175546975,0.0169913700023154,0.0247437714845519,NA
TLS.7_1,Timor-Leste,0.4730927877298241,0.755734370395585,0.61,1.041,0.968,0.7,0.723,0.03074076070125976,0.4016869064204481,1,1,NA
TLS.8_1,Timor-Leste,0.05574904288119699,0.725812847766327,0.61,1.041,0.935,0.523,0.559,-0.2279647751312177,-0.15135378733937657,0.0463773583996333,0.0770889264843814,NA
TLS.9_1,Timor-Leste,0.23915344872402097,1.15243497548347,0.61,1.041,0.935,0.565,0.605,-0.2554911695535969,-0.2715741924808461,0.0138151523319217,0.0183584647355206,NA
TLS.10_1,Timor-Leste,0.131344246168865,0.543430544583623,0.61,1.041,0.952,0.597,0.628,-0.19415171894087965,-0.191174291997772,0.0441848454674649,0.0725451195919467,NA
TLS.11_1,Timor-Leste,0.153988733513171,0.744265776556718,0.61,1.041,0.965,0.585,0.606,-0.26236239209792067,-0.27750752145993585,0.143606212657877,0.214199299611713,NA
TLS.12_1,Timor-Leste,0.229798138770539,0.733137159229685,0.61,1.041,0.947,0.58,0.613,-0.25573854696503645,-0.2677368942827664,0.164125526716517,0.272704592498673,NA
TLS.13_1,Timor-Leste,0.0971510496550943,1.16712490291054,0.61,1.041,0.929,0.561,0.604,-0.2614672533419828,-0.265900407432514,0.0250622137467422,0.0478352357884686,NA
TZA.1_1,Tanzania,0.13723577323609398,0.465396057697835,0.507,0.927,0.962,0.529,0.55,-0.2655604905129454,-0.26012539246615585,0.142974093870274,0.282334115262896,NA
TZA.1_1,Tanzania,0.18985866710059895,0.67971698854552,0.532,0.94,0.956,0.524,0.548,-0.26251563271883915,-0.2537387701657254,0.315753981750552,0.50185107119224,NA
TZA.2_1,Tanzania,0.28490458318545303,0.610279162568251,0.507,0.927,0.931,0.597,0.641,0.4291735728623672,2.382222016668329,0.399015376437079,0.685516165261664,NA
TZA.2_1,Tanzania,0.37242371863423895,0.578212780404194,0.532,0.94,0.923,0.591,0.64,1.0358290094012628,3.262133445250769,0.772573750848561,1,NA
TZA.3_1,Tanzania,0.0246293659953075,0.16851604867271,0.507,0.927,0.945,0.457,0.483,-0.2665043665970643,-0.25601288635871383,0.0541633871514698,0.117913029489959,NA
TZA.3_1,Tanzania,0.142802495141369,0.510280390295267,0.532,0.94,0.941,0.453,0.481,-0.25716910359212264,-0.25100763254788183,0.124109390543381,0.217704320405593,NA
TZA.4_1,Tanzania,0.0304629036323603,0.69784350641442106,0.507,0.927,0.917,0.474,0.517,-0.26599950999925964,-0.21993558225824,0.008532652846298,0.0242119363635942,NA
TZA.4_1,Tanzania,0.0529991927376266,0.21271514260014,0.532,0.94,0.912,0.47,0.515,-0.25971632636163877,-0.19915532487491633,0.0173056844884509,0.0395620314871651,NA
TZA.5_1,Tanzania,0.09910515226139348,0.370610323852953,0.507,0.927,0.952,0.535,0.562,-0.2676137850251913,-0.2785302470765901,0.0230244771256845,0.0507324822644297,NA
TZA.5_1,Tanzania,0.216923559275815,1.61967821525727,0.532,0.94,0.947,0.53,0.56,-0.26412219885484844,-0.27700428125923515,0.0545935143442734,0.0969209830932659,NA
TZA.6_1,Tanzania,0.0345345155757848,0.228154060964894,0.507,0.927,0.939,0.477,0.508,-0.26781101875690994,-0.2404367138606567,0.0093959762160116,0.0214191208704396,NA
TZA.6_1,Tanzania,0.08736929795568979,0.367181971601027,0.532,0.94,0.935,0.473,0.506,-0.26615036339257464,-0.2342028051866824,0.0217325438689254,0.039910446068895,NA
TZA.18_1,Tanzania,0.0332740140601897,0.117521572040211,0.507,0.927,0.913,0.512,0.562,-0.2638237862355236,0.01937187599344531,0.0176008337674648,0.0558412407611738,NA
TZA.18_1,Tanzania,0.152650090928536,0.463318649753462,0.532,0.94,0.909,0.509,0.559,-0.24750243732903507,0.04270455184246259,0.0417378554431827,0.106656179943971,NA
TZA.28_1,Tanzania,0.0118792734809628,0.12460589568276,0.507,0.927,0.948,0.539,0.569,-0.2382975249106201,0.05391025681306186,0.0150347100107465,0.0509760294164784,NA
TZA.28_1,Tanzania,0.0602026729031461,0.331457294597194,0.532,0.94,0.945,0.535,0.566,-0.2030537224727636,0.11767990008861656,0.0320333866068155,0.0874537070688224,NA
TZA.7_1,Tanzania,0.033944352577355,0.418829007534231,0.507,0.927,0.913,0.435,0.477,-0.26912482930754467,-0.2906823993017818,0.0098166001605777,0.0277201531341691,NA
TZA.7_1,Tanzania,0.0361624548338359,0.16595920550302,0.532,0.94,0.907,0.431,0.475,-0.2684888812720877,-0.2888005209998316,0.0213419535540789,0.0484542345251786,NA
